,lemat,emocje,stopien_nacechowania
46971,popsuć,smutek;złość;,- s
46973,bachnąć,radość;złość;,amb
46976,dojechać,smutek;złość;,- s
46977,dojechać,złość;,- s
46978,rąbać,zaufanie;smutek;złość;,amb
46979,rąbać,smutek;złość;,- s
46980,rąbać,,amb
46981,rżnąć,,- s
46982,rżnąć,złość;,- s
46985,oszaleć,smutek;strach;,- m
46986,oszaleć,smutek;złość;,- m
46993,siać,,- s
46994,siać,,- s
46995,wykorzystywać,wstręt;,- m
46996,wykorzystywać,wstręt;,- m
46997,rżnąć,radość;wstręt;,amb
46998,rżnąć,wstręt;,- m
46999,rżnąć,radość;cieszenie się na coś oczekiwanego;,amb
47002,rozbijać się,smutek;złość;,- s
47003,rozbijać się,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
47009,nadawać,radość;smutek;,amb
47015,marszczyć,radość;złość;,amb
47016,modelować,zaufanie;,+ s
47017,modelować,zaufanie;,+ s
47028,wałkować,złość;wstręt;,- s
47029,wałkować,złość;wstręt;,- s
47030,maglować,złość;wstręt;,- s
47031,maglować,,- s
47038,osrany,wstręt;złość,- m
47039,osrany,złość;wstręt;,- m
47056,hasać,radość;,+ s
47057,hasać,radość;cieszenie się na coś oczekiwanego;,+ s
47058,szaleć,radość;zaskoczenie czymś nieprzewidywanym;złość;,amb
47059,szaleć,radość;złość;wstręt;,amb
47060,bałaganić,złość;,- s
47061,bałaganić,radość;złość;,amb
47062,bałaganić,radość;cieszenie się na coś oczekiwanego;,amb
47063,brykać,radość;,+ s
47064,brykać,radość;,+ s
47065,wmieszać się,złość;,- s
47066,wmieszać się,smutek;złość;,- s
47067,wmieszać się,zaufanie;złość;,amb
47068,wmieszać się,złość;,- s
47069,wmieszać się,zaufanie;cieszenie się na coś oczekiwanego;wstręt;,amb
47072,myszkować,złość;,amb
47073,myszkować,radość;złość;,amb
47074,buszować,radość;złość;,amb
47080,zmieszać się,zaskoczenie czymś nieprzewidywanym;strach;,- s
47081,zmieszać się,zaskoczenie czymś nieprzewidywanym;,- s
47082,hasać,radość;,+ s
47083,hasać,radość;,+ s
47084,balować,radość;,+ s
47085,balować,radość;,+ s
47086,imprezować,radość;złość;,amb
47087,imprezować,radość;złość;,amb
47088,balować,radość;złość;,amb
47089,balować,radość;złość;,amb
47090,baletować,radość;złość;,amb
47091,baletować,radość;złość;,amb
47092,rozbijać się,złość;wstręt;,- s
47094,ognisko domowe,zaufanie;,+ s
47095,ognisko domowe,zaufanie;,+ s
47096,rozbita rodzina,smutek;,- m
47097,rozbita rodzina,smutek;,- m
47104,dzieciuch,wstręt;złość,- m
47105,dzieciuch,wstręt;złość,- m
47106,stara,wstręt;złość,- s
47107,stara,wstręt;złość,- s
47108,starsza,złość;strach,- s
47109,starsza,wstręt;złość,- s
47130,hulać,radość;złość;wstręt;,amb
47131,hulać,radość;złość;,amb
47132,szaleć,radość;cieszenie się na coś oczekiwanego;złość;,amb
47133,szaleć,radość;cieszenie się na coś oczekiwanego;złość;,amb
47134,hulać,strach;wstręt;,- s
47135,hulać,złość;,- s
47138,zaciąć,,- s
47139,zaciąć,smutek;,- s
47140,hulać,strach;,- s
47141,hulać,złość;,- s
47142,hulać,smutek;strach;,- s
47143,hulać,złość;strach;,- s
47144,wymądrzać się,złość;wstręt;,- m
47145,wymądrzać się,złość;wstręt;,- s
47146,wymądrzać się,złość;wstręt;,- s
47147,szpanować,wstręt;,- s
47148,szpanować,wstręt;,- s
47149,włóczyć się,złość;,- s
47150,włóczyć się,radość;złość;,amb
47151,włóczyć się,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
47152,zepsuć się,,- s
47153,zepsuć się,,- s
47154,niejadalny,wstręt;,- m
47155,niejadalny,wstręt;,- s
47156,niejadalny,strach;,- s
47157,zepsuć,smutek;złość;,- s
47158,zepsuć,,- s
47161,obstawiać,zaufanie;smutek;złość;strach;,amb
47162,obstawiać,zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
47165,stawiać,radość;cieszenie się na coś oczekiwanego;,+ s
47195,rozbijać się,złość;wstręt;,- s
47196,rozbijać się,złość;wstręt;,- s
47197,obijać się,radość;smutek;,amb
47198,obijać się,złość;wstręt;,- s
47199,obijać się,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
47200,szturchać,smutek;,- s
47202,objechać,smutek;złość;,- s
47203,objechać,smutek;złość;strach;,- s
47204,objeżdżać,smutek;złość;,- s
47205,objeżdżać,smutek;złość;wstręt;,- m
47206,objeżdżać,smutek;złość;wstręt;,- s
47207,przyjaciel domu,zaufanie;cieszenie się na;radość,+ m
47208,przyjaciel domu,zaufanie;cieszenie się na;radość,+ m
47209,przyjaciel rodziny,zaufanie;cieszenie się na;radość,+ m
47210,przyjaciel rodziny,zaufanie;cieszenie się na;radość,+ m
47211,przyszywana ciocia,zaufanie;radość,+ s
47212,przyszywana ciocia,zaufanie;radość,+ s
47213,przyszywany wujek,zaufanie;radość,+ s
47214,przyszywany wujek,zaufanie;radość,+ s
47239,zastawiać,zaufanie;smutek;złość;,amb
47241,zastawiać,smutek;,- s
47243,zastawiać,smutek;strach;,- s
47245,rozbierać,,- s
47246,rozbierać,,- s
47247,odciąć się,smutek;,- m
47248,odciąć się,radość;złość;,amb
47249,odciąć się,cieszenie się na coś oczekiwanego;wstręt;,amb
47250,odpierać,zaufanie;,+ s
47251,odpierać,,amb
47252,odpierać,radość;zaufanie;cieszenie się na coś oczekiwanego;złość;,amb
47253,biesiadować,radość;,+ s
47254,biesiadować,radość;,+ m
47255,biesiadować,radość;cieszenie się na coś oczekiwanego;,+ s
47258,gonić,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
47259,gonić,smutek;złość;wstręt;,- s
47260,gonić,złość;wstręt;,- s
47261,uganiać się,radość;smutek;złość;,amb
47262,uganiać się,wstręt;,- s
47263,uganiać się,złość;wstręt;,- s
47264,ganiać,smutek;,- s
47265,ganiać,smutek;,- s
47266,zbić,smutek;,- s
47267,zbić,,- s
47270,uganiać się,złość;,- s
47271,uganiać się,złość;,- s
47272,męczyć się,smutek;złość;,- s
47273,męczyć się,smutek;,- s
47278,zmordować się,smutek;,- m
47279,zmordować się,smutek;,- s
47280,zmordować się,smutek;,- s
47281,odwołać się,zaufanie;,+ s
47283,zmordować,smutek;złość;,- m
47284,zmordować,smutek;,- s
47285,zmordować,smutek;złość;,- s
47286,męczyć się,smutek;złość;,- s
47287,męczyć się,smutek;,- s
47290,mordować się,smutek;złość;,- s
47291,mordować się,smutek;złość;,- s
47294,próżnować,smutek;,- s
47295,próżnować,złość;,- s
47296,psuć się,smutek;złość;,- s
47297,psuć się,smutek;,- s
47304,manipulować,złość;wstręt;,- s
47305,manipulować,złość;wstręt;,- m
47306,manipulować,złość;strach;wstręt;,- s
47308,gimnastykować się,radość;,+ s
47309,skłócony,smutek;złość;wstręt;,- m
47310,skłócony,smutek;złość;,- m
47317,wleźć,smutek;złość;,- s
47318,wleźć,smutek;,- s
47321,dobijać,zaufanie;,+ s
47323,dobić,zaufanie;cieszenie się na coś oczekiwanego;,+ s
47331,dobijać,radość;,+ s
47332,dobijać,smutek;,- s
47333,dobijać,radość;,+ s
47334,dobić,radość;,+ s
47335,dobić,cieszenie się na coś oczekiwanego;,+ s
47336,przebijać się,złość;,- s
47337,przebijać się,smutek;złość;,- s
47338,dotoczyć się,radość;,+ s
47339,dotoczyć się,radość;cieszenie się na coś oczekiwanego;złość;,amb
47340,dotoczyć się,złość;wstręt;,amb
47358,oddalać się,radość;smutek;złość;,amb
47361,dopadać,zaufanie;cieszenie się na coś oczekiwanego;smutek;strach;,amb
47362,dopadać,radość;smutek;złość;,amb
47363,dopaść,radość;smutek;strach;,amb
47364,dopaść,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
47379,wycinać,radość;smutek;wstręt;,amb
47381,desperacja,smutek;złość;,- m
47382,desperacja,smutek;złość;,- m
47387,zeschnąć,smutek;,- s
47388,zeschnąć,smutek;,- s
47395,dobijać się,zaskoczenie czymś nieprzewidywanym;złość;,- s
47396,dobijać się,smutek;złość;,- s
47397,dobić się,radość;,+ s
47398,dobić się,radość;,+ s
47399,dźwigać się,złość;,- s
47401,dźwigać się,zaufanie;,+ s
47402,dźwigać się,radość;,+ s
47403,zwolnić,zaufanie;,+ s
47404,zwolnić,radość;,+ s
47405,zapierać się,złość;,- s
47406,zapierać się,złość;,- s
47415,wtrącić,,- s
47416,wtrącić,,- s
47417,wtrącić,zaskoczenie czymś nieprzewidywanym;,- s
47418,wtrącić,zaskoczenie czymś nieprzewidywanym;,- s
47419,wtrącić,,- s
47420,wtrącić,,- s
47421,wybić,smutek;strach;,- m
47422,wybić,smutek;złość;strach;,- m
47423,oburzać,smutek;złość;wstręt;,- m
47424,oburzać,złość;wstręt;,- s
47425,oburzać,złość;wstręt;,- s
47426,irytować,złość;,- s
47427,irytować,smutek;złość;,- s
47430,nudzić,smutek;złość;wstręt;,- s
47431,nudzić,smutek;złość;,- s
47432,nudzić się,złość;,- s
47433,nudzić się,złość;wstręt;,- s
47434,nudzić,smutek;złość;wstręt;,- s
47435,nudzić,złość;,- s
47436,maruda,złość;wstręt;,- s
47437,maruda,złość;wstręt;,- s
47438,maruda,wstręt;złość,- m
47439,maruda,wstręt;złość,- m
47440,grymaśnik,wstręt;złość,- s
47441,grymaśnik,wstręt;złość,- s
47442,maruda,złość;,- s
47443,maruda,złość;,- s
47444,grymasić,złość;,- s
47445,grymasić,smutek;złość;wstręt;,- s
47446,nudzić,smutek;złość;,- s
47447,nudzić,smutek;złość;,- s
47448,nudzić,smutek;złość;,- s
47449,nudzić,złość;,- s
47450,naprzykrzać się,złość;,- s
47451,naprzykrzać się,złość;wstręt;,- s
47452,zniechęcać,smutek;złość;,- s
47453,zniechęcać,smutek;wstręt;,- s
47454,obrażać,smutek;złość;wstręt;,- s
47455,obrażać,smutek;złość;,- m
47456,obrażać,smutek;złość;,- s
47457,znieważać,złość;wstręt;,- s
47458,znieważać,złość;wstręt;,- s
47459,zawód,smutek;zaskoczenie,- m
47460,zawód,smutek;zaskoczenie,- m
47461,zimny prysznic,zaskoczenie;,- m
47462,zimny prysznic,zaskoczenie;,- m
47465,uwalniać,cieszenie się na coś oczekiwanego;,+ s
47466,uwalniać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
47467,uwalniać,radość;,+ s
47473,prażyć,smutek;złość;,- s
47474,prażyć,smutek;złość;,- s
47475,prażyć,smutek;,- s
47476,prażyć,,- s
47541,odremontowywać,radość;,+ s
47542,odremontowywać,,+ s
47543,odremontować,radość;,+ s
47544,odremontować,,+ s
47549,mącić,złość;,- s
47550,mącić,smutek;złość;,- s
47574,budować się,radość;zaufanie;,+ s
47575,budować się,radość;,+ s
47577,umacniać,zaufanie;,+ s
47578,umacniać,zaufanie;,+ s
47583,rozebrać,,- s
47584,rozebrać,,- s
47590,podchodzić,,- s
47592,podejść,smutek;,- s
47605,zaczepiać,,- s
47606,zaczepiać,smutek;złość;,- s
47624,kiep,złość;wstręt;,- m
47629,zsychać,smutek;złość;,- s
47630,zsychać,smutek;,- s
47631,uschnąć,smutek;,- s
47632,uschnąć,smutek;,- s
47633,usychać,smutek;,- s
47634,usychać,smutek;,- s
47643,opatulać,zaufanie;,+ s
47644,opatulać,radość;zaufanie;,+ s
47645,otulać,zaufanie;,+ s
47646,otulać,radość;,+ s
47647,beczeć,złość;wstręt;,- s
47648,beczeć,złość;wstręt;,- s
47659,osiągać,radość;cieszenie się na coś oczekiwanego;,+ m
47660,osiągać,radość;,+ m
47661,osiągnąć,radość;cieszenie się na coś oczekiwanego;,+ m
47662,osiągnąć,radość;,+ m
47671,zranić,,- s
47672,zranić,,- s
47675,zastawić,radość;smutek;złość;,amb
47676,zastawić,zaufanie;smutek;złość;,amb
47678,zastawić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
47679,zastawić,smutek;złość;,- s
47680,zastawić,zaufanie;smutek;złość;,amb
47681,zastawić,radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;,amb
47682,zastawiać,smutek;,- s
47684,zastawić,smutek;złość;,- s
47685,zastawić,smutek;,- s
47691,usunąć,,+ s
47696,postawić,radość;cieszenie się na coś oczekiwanego;,+ s
47700,obstawiać,zaufanie;,+ s
47701,obstawiać,zaufanie;,+ s
47702,obstawić,zaufanie;smutek;złość;strach;,amb
47703,obstawić,,amb
47710,kleić się,złość;wstręt;,- s
47711,kleić się,radość;złość;wstręt;,amb
47712,kleić się,złość;wstręt;,- s
47713,lepić się,złość;wstręt;,- s
47714,lepić się,złość;wstręt;,- s
47715,oblepić,radość;smutek;złość;wstręt;,amb
47727,zatopić,smutek;,- s
47729,utopić,smutek;złość;,- s
47730,utopić,smutek;złość;,- s
47732,zatapiać,,- s
47744,wpychać,smutek;złość;,- s
47773,napadać,smutek;złość;,- s
47774,napadać,smutek;złość;,- s
47775,atakować,smutek;złość;,- s
47776,atakować,smutek;,- s
47777,nacierać,smutek;złość;,- s
47778,nacierać,smutek;złość;,- s
47779,najeżdżać,smutek;złość;,- m
47780,najeżdżać,smutek;złość;,- s
47781,najeżdżać,smutek;złość;,- s
47782,nalatywać,smutek;złość;,- s
47783,nalatywać,smutek;złość;,- s
47784,naskakiwać,smutek;złość;,- m
47785,naskakiwać,smutek;złość;,- s
47786,naskakiwać,smutek;złość;wstręt;,- s
47787,wsiadać,smutek;złość;,- m
47788,wsiadać,smutek;złość;,- s
47789,wsiadać,smutek;złość;wstręt;,- s
47790,wjeżdżać,smutek;złość;,- m
47791,wjeżdżać,smutek;złość;,- s
47792,wjeżdżać,złość;wstręt;,- s
47801,zaatakować,smutek;złość;wstręt;,- m
47802,zaatakować,smutek;złość;,- m
47807,wjechać,smutek;złość;,- s
47808,wjechać,złość;,- s
47809,bronić,radość;zaufanie;złość;wstręt;,amb
47810,bronić,radość;zaufanie;,+ s
47811,bronić,radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
47812,obronić,radość;,+ s
47813,obronić,zaufanie;,+ s
47816,obijać,smutek;,- s
47817,obijać,smutek;złość;,- s
47820,obić,smutek;,- s
47821,obić,,- s
47824,obić,złość;strach;wstręt;,- m
47825,obić,,- s
47826,obić,złość;wstręt;,- s
47827,obijać,smutek;,- s
47828,obijać,złość;,- s
47829,obić,smutek;złość;,- s
47835,podcinać,smutek;złość;,- s
47836,podcinać,smutek;,- s
47837,podciąć,smutek;złość;,- s
47838,podciąć,smutek;,- s
47840,podcinać,smutek;,- s
47842,podciąć,smutek;,- s
47845,targać,radość;cieszenie się na coś oczekiwanego;smutek;,amb
47846,targać,smutek;złość;,- m
47847,targać,smutek;złość;strach;,- s
47850,bajerować,smutek;złość;,- s
47851,bajerować,smutek;,- s
47854,rozczytywać się,radość;,+ s
47855,rozczytywać się,radość;,+ s
47856,zaczytywać się,radość;zaufanie;,+ s
47857,zaczytywać się,radość;,+ s
47858,zaczytywać się,radość;cieszenie się na coś oczekiwanego;,+ s
47861,rozczytać się,radość;,+ s
47862,rozczytać się,radość;,+ s
47863,zaczytać się,złość;,- s
47864,zaczytać się,radość;cieszenie się na coś oczekiwanego;,+ s
47865,zaczytać się,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
47866,bazgrać,złość;wstręt;,- s
47867,bazgrać,złość;wstręt;,- s
47872,wyrastać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;,amb
47884,podrastać,radość;,+ s
47885,podrastać,radość;,+ s
47888,podrosnąć,radość;,+ s
47890,wyrastać,zaufanie;,+ s
47891,wyrastać,radość;smutek;,amb
47892,wyrastać,radość;cieszenie się na coś oczekiwanego;smutek;,amb
47897,zajść,smutek;złość;wstręt;,- s
47898,zajść,smutek;,- s
47905,umocnić,zaufanie;,+ s
47906,umocnić,zaufanie;,+ s
47917,rozsiewać,,- s
47918,rozsiewać,,- s
47920,rozpowszechnić,,+ s
47921,rozsiać,,- s
47922,rozsiać,,- s
47923,psuć,złość;wstręt;,- s
47924,psuć,smutek;złość;wstręt;,- s
47927,wygryzać,złość;,- s
47928,wygryzać,smutek;złość;,- s
47936,zdobić,radość;,+ s
47943,uderzyć,,- s
47944,uderzyć,złość;,- s
47947,bimbać,smutek;złość;wstręt;,- s
47948,bimbać,smutek;złość;wstręt;,- s
47949,śmiać się,radość;,+ s
47950,śmiać się,smutek;złość;wstręt;,- s
47951,śmiać się,radość;wstręt;,amb
47954,wysławiać,radość;,+ m
47955,wysławiać,radość;,+ m
47956,wysławić,radość;,+ m
47957,wysławić,radość;,+ m
47960,uczłowieczać,,+ s
47961,uczłowieczać,,+ s
47962,uczłowieczyć,zaufanie;cieszenie się na coś oczekiwanego;,+ s
47963,uczłowieczyć,radość;zaufanie;,+ s
47964,zhumanizować,,+ s
47965,zhumanizować,,+ s
47998,podbić,radość;smutek;złość;strach;,amb
47999,podbić,zaskoczenie czymś nieprzewidywanym;złość;strach;,- s
48000,podbić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
48007,wyczyścić,,+ s
48008,wyczyścić,radość;,+ s
48009,wyczyścić,zaufanie;,+ s
48010,wyczyścić,radość;,+ s
48014,wyrzeźbić,radość;,+ s
48031,ręka,zaufanie;strach;,amb
48032,ręka,zaufanie;strach;,amb
48067,gorzeć,smutek;złość;,- s
48068,gorzeć,radość;zaufanie;smutek;strach;,amb
48069,gorzeć,smutek;strach;,- s
48070,gorzeć,radość;smutek;złość;,amb
48071,gorzeć,radość;smutek;złość;wstręt;,amb
48084,komplikować,smutek;złość;,- s
48085,komplikować,smutek;złość;,- s
48086,zawikłanie,smutek;złość;,- s
48087,zawikłanie,smutek;złość;,- s
48089,mieszać,smutek;,- s
48090,oburzyć,smutek;złość;,- s
48091,oburzyć,złość;,- s
48092,zaszkodzić,smutek;złość;strach;,- s
48093,zaszkodzić,smutek;złość;strach;,- s
48094,wyśmiać,radość;zaufanie;smutek;,amb
48095,wyśmiać,smutek;,- s
48096,wyśmiać,radość;złość;,amb
48099,zniechęcić,smutek;złość;,- s
48100,zniechęcić,smutek;złość;,- s
48101,dogadzać sobie,smutek;wstręt;,- s
48102,dogadzać sobie,złość;,- s
48113,zmącić,złość;,- s
48114,zmącić,zaufanie;złość;,amb
48115,zmącić,smutek;,amb
48116,zmącać,złość;,- s
48117,zmącać,,- s
48118,badać,zaufanie;,+ s
48120,zbadać,zaufanie;,+ s
48121,zbadać,zaufanie;,+ s
48124,krzywdzić,smutek;strach;,- m
48125,krzywdzić,smutek;złość;,- m
48126,skrzywdzić,smutek;,- m
48127,skrzywdzić,smutek;złość;,- m
48128,odmiana,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;wstręt;,amb
